indicated O
for O
the O
prevention B-obj
and O
treatment B-obj
of O
osteoporosis B-obj
in O
people B-acr
with O
a O
GFR B-obj
of O
30 B-mod
ml/min/1.73m2 I-mod
or O
more B-mod
. O

Pregabalin B-obj
is O
recommended B-mod
for O
the O
treatment B-obj
of O
patients B-acr
with O
neuropathic B-obj
pain I-obj
if O
other O
first B-mod
and O
second B-mod
line I-mod
pharmacological B-obj
treatments I-obj
have O
failed B-acn
. O

Do O
not O
offer B-acn
pre-treatment B-mod
stenting B-obj
to O
adults B-acr
having B-acn
shockwave B-mod
lithotripsy B-obj
for O
ureteric B-obj
or O
renal B-obj
stones I-obj
. O

A O
combination O
of O
digoxin B-obj
with O
either O
a O
beta-blocker B-obj
or O
diltiazem B-obj
should O
be O
considered B-mod
to O
control B-acn
heart B-obj
rate I-obj
in O
patients B-acr
with O
atrial B-obj
fibrillation I-obj
. O

For O
adults B-acr
with O
sudden O
onset O
acute B-mod
vestibular B-obj
syndrome I-obj
, O
a O
HINTS B-obj
test I-obj
should O
be O
performed B-acn
if O
a O
healthcare B-obj
professional I-obj
with O
training O
and O
experience O
in O
the O
use O
of O
this O
test O
is O
available B-mod
. O

For O
people B-acr
with O
an O
acute B-mod
cough B-obj
who O
are O
identified B-mod
at O
a O
face-to-face B-mod
clinical B-obj
examination I-obj
as O
systemically O
very O
unwell B-mod
, O
offer B-acn
an O
immediate B-mod
antibiotic B-obj
prescription I-obj
. O

Routine B-mod
surgery B-obj
for O
limited B-mod
disease B-obj
SCLC O
is O
not O
recommended B-mod
. O

Patients B-acr
having B-acn
radical B-obj
radiotherapy I-obj
should O
be O
given B-mod
CHART B-obj
in O
preference O
to O
60 B-obj
Gy I-obj
in O
30 O
fractions O
over O
six O
weeks O
. O

Offer B-acn
people B-acr
diagnosed O
with O
cerebral B-mod
venous I-mod
sinus B-obj
thrombosis I-obj
full-dose B-mod
anticoagulation B-obj
treatment I-obj
unless O
there O
are O
comorbidities O
that O
preclude O
its O
use O
. O

If O
long-term B-mod
medium/high-dose I-mod
GC B-obj
therapy I-obj
is O
anticipated B-mod
to O
be O
necessary B-mod
, O
actively B-mod
consider B-acn
GC-sparing B-mod
therapy B-obj
. O

In O
patients B-acr
with O
ankylosing B-mod
spondylitis B-obj
, O
initial B-mod
conventional I-mod
radiography B-obj
of O
the O
lumbar B-obj
and O
cervical B-obj
spine I-obj
is O
recommended B-mod
to O
detect B-acn
syndesmophytes B-obj
, O
which O
are O
predictive B-mod
of O
development B-obj
of O
new B-mod
syndesmophytes B-obj
. O

Combination B-obj
therapies I-obj
should O
be O
considered B-mod
for O
patients B-acr
with O
neuropathic B-obj
pain I-obj
. O

If O
there O
is O
no O
improvement B-obj
by O
at O
most O
3 O
months O
after O
the O
start B-obj
of O
treatment B-obj
or O
the O
target B-obj
has O
not O
been O
reached B-mod
by O
6 O
months O
, O
therapy B-obj
should O
be O
adjusted B-mod
. O

Give B-acn
a O
loading B-mod
dose B-obj
of O
20 O
mg/kg O
of O
caffeine B-obj
citrate I-obj
, O
followed B-acn
24 O
hours O
later O
by O
a O
maintenance B-obj
dosage I-obj
of O
5 O
mg/kg O
once O
daily O
, O
increasing B-acn
up O
to O
20 O
mg/kg O
daily O
if O
episodes B-acr
of O
apnoea O
persist B-acn
. O

In O
patients B-acr
undergoing B-acn
multiple B-mod
coronary B-obj
artery I-obj
bypass I-obj
grafting I-obj
, O
use O
of O
both O
internal B-mod
mammary B-obj
arteries I-obj
should O
be O
considered B-mod
. O

If O
further B-mod
treatment B-obj
is O
needed B-mod
, O
consider B-acn
adding O
a O
time-limited B-mod
course B-obj
of O
a O
topical B-mod
or O
an O
oral B-mod
corticosteroid B-obj
. O

Offer B-acn
parathyroid B-obj
surgery I-obj
to O
women B-acr
who O
have B-acn
primary B-mod
hyperparathyroidism B-obj
and O
are O
considering B-acn
pregnancy B-obj
. O

Assess B-acn
the O
ER B-obj
status I-obj
of O
all O
invasive B-mod
breast B-obj
cancers I-obj
using B-acn
standardised B-mod
and O
quality-assured B-mod
immunohistochemical B-obj
techniques I-obj
, O
and O
report B-acn
the O
results B-obj
quantitatively B-mod
. O

Consider B-acn
measuring O
anti-CCP B-mod
antibodies B-obj
in O
adults B-acr
with O
suspected B-mod
RA B-obj
if O
they B-acr
are O
negative B-mod
for O
rheumatoid B-mod
factor B-obj
. O

Patients B-acr
with O
, O
or O
at O
risk B-obj
of O
, O
GC-induced B-mod
osteoporosis B-obj
should O
receive B-acn
appropriate B-mod
preventive/therapeutic I-mod
interventions B-obj
. O

If O
HbA1c B-acr
rises B-acn
to O
58 B-mod
mmol/mol I-mod
( I-mod
7.5 I-mod
% I-mod
) I-mod
, O
consider B-acn
dual B-mod
therapy B-obj
with O
metformin B-obj
and O
a O
DPP-4i B-obj
, O
metformin B-obj
and O
pioglitazone B-obj
, O
metformin B-obj
and O
an O
SU B-obj
, O
metformin B-obj
and O
an O
SGLT-2i B-obj
, O
and O
support B-acn
the O
person B-obj
to O
aim B-acn
for O
an O
HbA1c B-obj
level I-obj
of O
53 B-mod
mmol/mol I-mod
( I-mod
7 I-mod
% I-mod
) I-mod
. O

Offer B-acn
endocrine B-obj
therapy I-obj
after O
breast-conserving B-obj
surgery I-obj
for O
women B-acr
with O
ER-positive B-mod
DCIS B-obj
if O
radiotherapy B-obj
is O
recommended B-mod
but O
not O
received B-mod
. O

Offer B-acn
an O
alternative B-mod
antiplatelet B-obj
agent I-obj
to O
anyone B-obj
with O
acute B-mod
ischaemic B-obj
stroke I-obj
who O
is O
allergic B-mod
to O
or O
genuinely O
intolerant B-mod
of O
aspirin B-obj
. O

Intravenous B-obj
amiodarone I-obj
should O
be O
considered B-mod
in O
the O
management O
of O
patients B-acr
with O
haemodynamically B-mod
stable I-mod
sustained B-obj
monomorphic I-obj
VT I-obj
. O

Calcium B-obj
channel I-obj
blocker I-obj
therapy I-obj
is O
not O
recommended B-mod
for O
reduction B-obj
in O
sudden B-mod
death B-obj
or O
all O
cause O
mortality O
in O
patients B-acr
following B-acn
ACS B-obj
. O

Offer B-acn
metformin B-obj
as O
the O
initial B-mod
drug B-obj
treatment I-obj
for O
adults B-obj
with O
type B-obj
2 I-obj
diabetes I-obj
. O

Blood B-obj
pressure I-obj
reduction I-obj
to O
185/110 B-mod
mmHg I-mod
or O
lower O
should O
be O
considered O
in O
people B-acr
who O
are O
candidates B-mod
for O
intravenous B-obj
thrombolysis I-obj
. O

Aromatase B-obj
inhibitor I-obj
is O
recommended B-mod
for O
ER B-mod
positive I-mod
postmenopausal B-obj
women I-obj
receiving B-acn
neoadjuvant B-mod
endocrine B-obj
therapy I-obj
. O

A O
resting B-mod
ECG B-obj
should O
be O
performed B-mod
in O
patients B-acr
with O
suspected B-mod
cardiac B-obj
chest I-obj
pain I-obj
. O

Patients B-acr
with O
chronic B-mod
hepatitis B-obj
B I-obj
and O
C B-obj
co-infection I-obj
should O
be O
considered B-mod
for O
treatment B-obj
with O
pegylated B-obj
IFN I-obj
and O
weight B-mod
based I-mod
ribavirin B-obj
. O

In O
hyposplenic/asplenic B-mod
patients B-acr
with O
AIIRD B-obj
influenza I-obj
, O
pneumococcal B-obj
, O
Haemophilus B-obj
influenzae I-obj
b I-obj
and O
meningococcal B-obj
C I-obj
, O
vaccinations B-obj
are O
recommended B-mod
. O

Consider B-acn
adding O
azathioprine B-obj
or O
mercaptopurine B-obj
to O
a O
conventional B-mod
glucocorticosteroid B-obj
or O
budesonide B-obj
to O
induce B-acn
remission B-obj
of O
Crohn's B-obj
disease I-obj
if O
there O
are O
2 O
or O
more O
inflammatory B-mod
exacerbations B-obj
in O
a O
12 O
month O
period O
or O
the O
glucocorticosteroid B-obj
dose I-obj
cannot O
be O
tapered B-mod
. O

Offer B-acn
radiotherapy B-obj
using B-acn
60 B-obj
Gy I-obj
in O
30 O
fractions O
with O
concomitant B-obj
temozolomide I-obj
for O
people B-acr
aged O
around B-mod
70 B-obj
or O
under B-mod
. O

Patients B-acr
with O
advanced B-mod
liver B-obj
disease I-obj
should O
be O
given B-mod
nutritional B-obj
support I-obj
to O
minimise B-acn
malnutrition B-obj
. O

Offer B-acn
an O
MRA B-obj
, O
in O
addition O
to O
an O
ACE B-obj
inhibitor I-obj
( O
or O
ARB B-obj
) O
and O
beta-blocker B-obj
, O
to O
people B-acr
who O
have B-acn
heart B-obj
failure I-obj
with O
reduced B-mod
ejection B-obj
fraction I-obj
if O
they O
continue B-acr
to O
have B-acn
symptoms B-obj
of O
heart B-obj
failure I-obj
. O

Consider B-acn
enteric-coated B-obj
pancreatin I-obj
before B-mod
and O
after B-mod
pancreatic B-obj
cancer I-obj
resection I-obj
. O

CVD B-obj
risk I-obj
management I-obj
should O
be O
carried B-mod
out O
according O
to O
national B-obj
guidelines I-obj
in O
RA B-obj
, O
AS B-obj
or O
PsA B-obj
. O

Interpret B-acn
proteinuria B-obj
measurements I-obj
for O
pregnant B-mod
women B-obj
in O
the O
context O
of O
a O
full O
clinical O
review O
of O
symptoms O
, O
signs O
and O
other O
investigations O
for O
pre-eclampsia O
. O

All O
patients B-acr
with O
stable B-mod
angina B-obj
due O
to O
atherosclerotic B-obj
disease I-obj
should O
receive B-acn
long B-mod
term I-mod
standard B-obj
aspirin I-obj
and O
statin B-obj
therapy I-obj
. O

Erythropoietin B-obj
is O
not O
recommended B-mod
for O
patients B-acr
with O
heart B-obj
failure I-obj
with O
reduced B-mod
ejection B-obj
fraction I-obj
and O
iron B-obj
deficiency I-obj
. O

Monitor B-acn
for O
neutropenia B-obj
in O
people B-acr
taking B-acn
azathioprine B-obj
or O
mercaptopurine B-obj
even O
if O
they B-acr
have B-acn
normal B-mod
TPMT B-obj
activity I-obj
. O

Consider B-acn
opioids B-obj
for O
adults B-acr
, O
children B-acr
and O
young B-mod
people B-acr
with O
suspected B-mod
renal B-obj
colic I-obj
if O
both O
NSAIDs B-obj
and O
intravenous B-mod
paracetamol B-obj
are O
contraindicated B-mod
or O
are O
not O
giving B-acn
sufficient B-mod
pain B-obj
relief I-obj
. O

All O
women B-acr
with O
high B-mod
grade I-mod
early I-mod
stage I-mod
ovarian B-obj
cancer I-obj
should O
be O
considered B-mod
for O
adjuvant B-mod
chemotherapy B-obj
. O

Offer B-acn
antihypertensive B-mod
drug B-obj
treatment I-obj
for O
heart B-obj
failure I-obj
with O
treated B-mod
hypertension B-obj
. O

bDMARDs B-obj
and O
tsDMARDs B-obj
should O
be O
combined B-mod
with O
a O
csDMARD B-obj
. O

Do O
not O
offer B-acn
an O
antibiotic B-obj
to O
treat B-acn
an O
acute B-mod
cough B-obj
associated O
with O
an O
upper B-mod
respiratory I-mod
tract B-obj
infection I-obj
in O
people B-acr
who O
are O
not O
systemically O
very O
unwell B-mod
or O
at O
higher B-mod
risk B-obj
of O
complications B-obj
. O

Women B-acr
with O
platinum B-mod
resistant I-mod
ovarian B-obj
cancer I-obj
should O
be O
considered B-mod
for O
treatment B-obj
with O
paclitaxel B-obj
or O
single B-mod
agent I-mod
pegylated B-obj
liposomal I-obj
doxorubicin I-obj
hydrochloride I-obj
. O

For O
people B-acr
who O
have B-acn
had O
pancreatoduodenectomy B-obj
and O
who O
have B-acn
a O
functioning B-mod
gut B-obj
, O
offer B-acn
early O
enteral B-mod
nutrition B-obj
rather O
than O
parenteral B-obj
nutrition B-obj
. O

Give B-acn
oral B-mod
antibiotics B-obj
first O
line O
if O
the O
person B-acr
can O
take B-acn
oral B-mod
medicines B-obj
, O
and O
the O
severity B-mod
of O
their O
condition B-acr
does O
not O
require B-acn
intravenous B-mod
antibiotics B-obj
. O

Consider B-acn
stone B-obj
analysis I-obj
for O
adults B-obj
with O
ureteric B-obj
or O
renal B-obj
stones I-obj
. O

For O
preterm B-mod
babies B-acr
who O
need B-acn
invasive B-mod
ventilation B-obj
but O
VTV B-obj
and O
HFOV B-obj
are O
not O
available B-mod
or O
not O
suitable B-mod
, O
consider B-acn
synchronised B-mod
intermittent I-mod
mandatory I-mod
ventilation B-obj
. O

Consider B-acn
oral B-mod
sodium B-obj
bicarbonate I-obj
supplementation I-obj
for O
people B-obj
with O
both B-mod
a O
GFR B-obj
less B-mod
than I-mod
30 B-mod
ml/min/1.73m2 I-mod
and O
a O
serum B-obj
bicarbonate I-obj
concentration I-obj
of O
less B-mod
than I-mod
20 B-mod
mmol/litre I-mod
. O

Do O
not O
offer B-acn
aspirin B-obj
for O
the O
primary B-mod
prevention I-mod
of O
cardiovascular B-obj
disease I-obj
to O
adults B-obj
with O
type B-obj
1 I-obj
diabetes I-obj
. O

Consider B-acn
an O
ARB B-obj
licensed O
for O
heart B-obj
failure I-obj
as O
an O
alternative B-obj
to O
an O
ACE B-obj
inhibitor I-obj
for O
people B-acr
who O
have B-acn
heart B-obj
failure I-obj
with O
reduced B-mod
ejection B-obj
fraction I-obj
and O
intolerable B-mod
side B-obj
effects I-obj
with O
ACE B-obj
inhibitors I-obj
. O

For O
women B-acr
with O
a O
cerebrovascular B-obj
malformation I-obj
at O
low B-mod
risk B-obj
of O
intracranial B-obj
bleeding I-obj
, O
manage B-acn
the O
second B-obj
stage I-obj
of O
labour B-obj
based O
on O
the O
woman's B-mod
preference B-obj
and O
obstetric B-obj
indications I-obj
. O

To O
induce B-acn
remission B-obj
in O
people B-acr
with O
a O
mild-to-moderate B-mod
first I-mod
presentation B-obj
or O
inflammatory B-mod
exacerbation B-obj
of O
extensive B-mod
ulcerative B-obj
colitis I-obj
, O
offer B-acn
a O
topical B-mod
aminosalicylate B-obj
and O
a O
high-dose B-mod
oral I-mod
aminosalicylate B-obj
as O
first-line B-mod
treatment B-obj
. O

Patients B-acr
with O
compensated B-mod
cirrhosis B-obj
should O
be O
considered B-mod
for O
therapy B-obj
, O
unless O
contraindicated B-mod
. O

Tricyclic B-obj
antidepressants I-obj
should O
not O
be O
used B-mod
for O
the O
management B-obj
of O
pain B-obj
in O
patients B-acr
with O
chronic B-mod
low B-obj
back I-obj
pain I-obj
. O

Do O
not O
routinely B-mod
repeat B-acn
PTH B-obj
measurement I-obj
in O
primary O
care O
. O

When O
adequate B-mod
control B-obj
of O
anginal B-mod
symptoms B-obj
is O
not O
achieved B-mod
with O
beta B-obj
blockade I-obj
, O
addition O
of O
a O
calcium B-obj
channel I-obj
blocker I-obj
should O
be O
considered B-mod
. O

Verapamil B-obj
and O
diltiazem B-obj
may O
be O
used B-mod
for O
prophylaxis B-obj
of O
atrial B-obj
fibrillation I-obj
following B-acn
CABG B-obj
surgery I-obj
. O

Consider B-acn
adding O
methotrexate B-obj
to O
a O
conventional B-mod
glucocorticosteroid B-obj
or O
budesonide B-obj
to O
induce B-acn
remission B-obj
in O
people B-acr
who O
cannot O
tolerate B-acn
azathioprine B-obj
or O
mercaptopurine B-obj
. O

Offer B-acn
a O
mucoactive B-obj
agent I-obj
to O
people B-acr
with O
cystic B-obj
fibrosis I-obj
who O
have B-acn
clinical B-mod
evidence B-obj
of O
lung B-obj
disease I-obj
. O

If O
a O
patient B-acr
is O
in O
persistent B-mod
remission B-obj
, O
tapering B-acn
the O
csDMARD B-obj
could O
be O
considered B-mod
. O

Offer B-acn
image-guided B-mod
biopsy B-obj
to O
people B-acr
with O
peripheral B-mod
lung B-obj
lesions I-obj
when O
treatment B-acr
can O
be O
planned B-acn
on O
the O
basis O
of O
this O
test O
. O

Patients B-acr
with O
acute B-mod
coronary B-obj
syndrome I-obj
should O
have B-acn
continuous B-mod
cardiac B-obj
rhythm I-obj
monitoring I-obj
. O

Olaparib B-obj
monotherapy I-obj
should O
be O
considered B-mod
for O
maintenance O
treatment B-obj
after O
response B-obj
to O
platinum B-obj
for O
patients B-acr
with O
relapsed B-mod
platinum I-mod
sensitive I-mod
BRCA B-obj
mutated I-obj
ovarian I-obj
cancer I-obj
. O

Adjuvant B-mod
trastuzumab B-obj
should O
be O
considered B-mod
in O
all O
patients B-acr
with O
HER B-obj
2 I-obj
positive I-obj
breast I-obj
cancer I-obj
who O
receive B-acn
adjuvant B-mod
chemotherapy B-obj
. O

Do O
not O
routinely O
offer B-acn
an O
antibiotic B-obj
to O
treat B-acn
an O
acute B-mod
cough B-obj
associated O
with O
acute B-mod
bronchitis B-obj
in O
people B-acr
who O
are O
not O
systemically O
very O
unwell B-mod
or O
at O
higher O
risk O
of O
complications O
. O

Maintain B-acn
blood B-obj
pressure I-obj
below B-mod
140/90 I-mod
mmHg I-mod
for O
people B-acr
who O
have B-acn
symptoms B-obj
of O
stage B-obj
1 I-obj
hypertension I-obj
. O

Patients B-acr
with O
genotype B-obj
1 I-obj
infection I-obj
who O
fail B-acn
to O
achieve B-acn
an O
EVR B-obj
at O
12 O
weeks O
should O
be O
considered B-mod
for O
cessation B-obj
of O
treatment B-obj
. O

Offer B-acn
bisphosphonates B-obj
as O
adjuvant B-mod
therapy B-obj
to O
postmenopausal B-mod
women B-obj
with O
node-positive B-mod
invasive I-mod
breast B-obj
cancer I-obj
. O

Patients B-acr
with O
NSCLC B-obj
stage I-obj
1 I-obj
and O
2 B-obj
who O
are O
medically B-mod
inoperable I-mod
or O
who O
do O
not O
consent B-acn
to O
surgery B-obj
should O
be O
offered B-mod
radical B-obj
radiotherapy I-obj
. O

Furthermore O
, O
US B-obj
or O
MRI B-obj
might O
be O
used B-mod
to O
detect B-acn
peripheral B-mod
arthritis B-obj
, O
tenosynovitis B-obj
and O
bursitis B-obj
. O

If O
HbA1c B-acr
rises B-acn
to O
48 B-mod
mmol/mol I-mod
( I-mod
6.5 I-mod
% I-mod
) I-mod
on O
lifestyle O
interventions O
, O
consider B-acn
a O
DPP-4i B-obj
, O
pioglitazone B-obj
, O
an O
SU B-obj
, O
an O
SGLT-2i B-obj
, O
and O
support B-acn
the O
person B-obj
to O
aim B-acn
for O
an O
HbA1c B-obj
level I-obj
of O
48 B-mod
mmol/mol I-mod
( I-mod
6.5 I-mod
% I-mod
) I-mod
for O
people B-obj
on O
a O
DPP-4i B-obj
, O
SGLT-2i B-obj
or O
pioglitazone B-obj
or O
53 B-mod
mmol/mol I-mod
( I-mod
7 I-mod
% I-mod
) I-mod
for O
people B-obj
on O
an O
SU B-obj
. O

Patients B-acr
with O
early B-mod
stage I-mod
peripheral B-obj
lung I-obj
cancers I-obj
who O
are O
not O
suitable B-mod
for O
surgery B-obj
should O
be O
considered B-mod
for O
stereotactic B-mod
ablative I-mod
radiotherapy B-obj
. O

In O
patients B-acr
with O
predominantly B-mod
axial B-obj
disease I-obj
that O
is O
active B-mod
and O
has B-acn
insufficient B-mod
response B-obj
to O
NSAIDs B-obj
, O
therapy B-obj
with O
a O
bDMARD B-obj
should O
be O
considered B-mod
, O
which O
according B-acn
to O
current B-mod
practice B-obj
is O
a O
TNF B-obj
inhibitor I-obj
. O

Offer B-acn
contrast-enhanced B-mod
brain B-obj
CT I-obj
if O
the O
person B-acr
has O
established B-acn
cardiovascular B-obj
disease I-obj
. O

Sublingual B-mod
glyceryl B-obj
trinitrate I-obj
tablets I-obj
or O
spray B-obj
should O
be O
used B-mod
for O
the O
immediate B-mod
relief B-obj
of O
angina B-obj
and O
before O
performing B-acn
activities B-obj
that O
are O
known O
to O
bring B-acn
on O
angina B-obj
. O

Herpes B-obj
zoster I-obj
vaccination I-obj
may O
be O
considered B-mod
in O
patients B-acr
with O
AIIRD B-obj
. O

Class B-obj
1 I-obj
antiarrhythmic I-obj
drugs I-obj
should O
not O
be O
used B-mod
for O
treatment B-obj
of O
premature B-mod
ventricular B-obj
beats I-obj
or O
non O
sustained B-mod
VT B-obj
in O
patients B-acr
with O
previous O
MI B-obj
. O

Do O
not O
routinely O
use B-acn
MRI B-obj
to O
assess B-acn
the O
stage O
of O
the O
primary B-mod
tumour B-obj
(T-stage) I-obj
in O
non-small-cell B-mod
lung B-obj
cancer I-obj
. O

For O
people B-acr
with O
cystic B-obj
fibrosis I-obj
who O
develop B-acn
a O
Haemophilus B-obj
influenzae I-obj
infection I-obj
but O
do O
not O
have B-acn
clinical B-mod
evidence B-obj
of O
pulmonary B-obj
infection I-obj
, O
treat B-acn
with O
an O
appropriate O
oral B-mod
antibiotic B-obj
. O

Amiodarone B-obj
therapy I-obj
is O
not O
recommended B-mod
for O
patients B-acr
following B-acn
ACS B-obj
or O
patients B-acr
with O
congestive B-mod
heart B-obj
failure I-obj
who O
do O
not O
have B-acn
sustained B-mod
ventricular B-obj
arrhythmias I-obj
or O
atrial B-obj
fibrillation I-obj
. O

Offer B-acn
platinum-based B-mod
combination B-obj
chemotherapy I-obj
to O
people B-acr
with O
extensive-stage B-mod
disease B-obj
SCLC I-obj
if O
they B-acr
are O
fit B-mod
enough I-mod
. O

Maintain B-acn
blood B-obj
pressure I-obj
below B-mod
130/80 I-mod
mmHg I-mod
or O
lower B-mod
for O
people B-acr
who O
have B-acn
heart B-obj
failure I-obj
with O
stage B-obj
2 I-obj
diabetes I-obj
. O

If O
ACE B-obj
inhibitors O
are O
not O
tolerated B-mod
, O
substitute B-acn
angiotensin B-obj
2 I-obj
receptor I-obj
antagonists I-obj
. O

Duloxetine B-obj
should O
be O
considered B-mod
for O
the O
treatment B-obj
of O
patients B-acr
with O
diabetic B-mod
neuropathic B-obj
pain I-obj
if O
other O
first B-mod
or O
second B-mod
line I-mod
pharmacological B-obj
therapies I-obj
have O
failed B-acn
. O

Assess B-acn
the O
PR B-obj
status I-obj
of O
all O
invasive B-mod
breast B-obj
cancers I-obj
using B-acn
standardised B-mod
and O
quality-assured B-mod
immunohistochemical B-obj
techniques I-obj
, O
and O
report B-acn
the O
results B-obj
quantitatively B-mod
. O

In O
patients B-acr
with O
peripheral B-mod
arthritis B-obj
and O
an O
inadequate B-mod
response B-obj
to O
at O
least O
one O
csDMARD B-obj
, O
in O
whom O
bDMARDs B-obj
are O
not O
appropriate B-mod
, O
a O
targeted B-mod
synthetic B-obj
DMARD I-obj
such O
as O
a O
PDE4-inhibitor B-obj
may O
be O
considered B-mod
. O

Offer B-acn
an O
ACE B-obj
inhibitor I-obj
and O
a O
beta-blocker B-obj
licensed O
for O
heart B-obj
failure I-obj
to O
people B-acr
who O
have B-acn
heart B-obj
failure I-obj
with O
reduced B-mod
ejection B-obj
fraction I-obj
. O

All O
patients B-acr
co-infected B-acn
with O
HCV B-obj
and O
HIV B-obj
should O
be O
considered B-mod
for O
HCV B-obj
treatment I-obj
. O

All O
patients B-acr
with O
stable B-mod
angina B-obj
should O
be O
considered B-mod
for O
treatment B-obj
with O
angiotensin B-obj
converting I-obj
enzyme I-obj
inhibitors I-obj
. O

Patients B-acr
with O
lung B-obj
cancer I-obj
who O
have B-acn
symptomatic B-mod
bone B-obj
metastases I-obj
should O
be O
considered B-mod
for O
treatment B-obj
with O
a O
bisphosphonate B-obj
. O

Use B-acn
caffeine B-obj
citrate I-obj
routinely O
in O
preterm B-mod
babies B-obj
born O
at O
or O
before O
30 O
weeks O
, O
starting B-acn
it B-obj
as O
early O
as O
possible O
and O
ideally O
before O
3 O
days O
of O
age O
. O

Patients B-acr
with O
AIIRD B-obj
should O
receive B-acn
tetanus B-obj
toxoid I-obj
vaccination I-obj
in O
accordance O
to O
recommendations B-obj
for O
the O
general B-mod
population B-obj
. O

To O
induce B-acn
remission B-obj
in O
people B-acr
with O
a O
mild-to-moderate B-mod
first I-mod
presentation B-obj
or O
inflammatory B-mod
exacerbation B-obj
of O
proctosigmoiditis O
or O
left-sided B-mod
ulcerative B-obj
colitis I-obj
, O
offer B-acn
a O
topical B-mod
aminosalicylate B-obj
as O
first-line B-mod
treatment B-obj
. O

Consider B-acn
thoracic B-obj
radiotherapy I-obj
with O
prophylactic B-obj
cranial I-obj
irradiation I-obj
for O
people B-acr
with O
extensive-stage B-mod
disease B-obj
SCLC I-obj
. O

If O
remission B-obj
is O
not O
achieved B-mod
within O
4 O
weeks O
, O
consider B-acn
adding O
an O
oral B-mod
aminosalicylate B-obj
. O

Assess B-acn
thiopurine B-obj
methyltransferase I-obj
activity I-obj
before O
offering O
azathioprine B-obj
or O
mercaptopurine B-obj
. O

If O
the O
person B-acr
is O
with O
CKD B-obj
and O
hypertension B-obj
and O
an O
ACR B-obj
of O
30 B-mod
mg/mmol I-mod
or O
more B-mod
, O
offer B-acn
a O
low-cost B-mod
renin-angiotensin-aldosterone I-mod
system B-obj
antagonist I-obj
. O

Offer B-acn
people B-acr
who O
present B-acn
with O
superior B-mod
vena B-obj
cava I-obj
obstruction B-obj
chemotherapy I-obj
and O
radiotherapy B-obj
according O
to O
the O
stage B-obj
of O
disease B-obj
and O
performance B-mod
status B-obj
. O

If O
a O
person B-acr
is O
unable B-mod
to O
tolerate B-acn
ABPM B-obj
, O
HBPM B-obj
is O
a O
suitable B-mod
alternative I-mod
to O
confirm B-acn
the O
diagnosis B-obj
of O
hypertension B-obj
. O

Do O
not O
offer B-acn
a O
bisphosphonate B-obj
to O
pregnant B-mod
women B-acr
with O
primary B-mod
hyperparathyroidism B-obj
. O

Consider B-acn
dual B-mod
therapy B-obj
with O
ACE B-obj
inhibitor I-obj
and O
metformin B-obj
if O
the O
person B-acr
is O
aged O
under B-mod
80 B-obj
years I-obj
. O

If O
the O
treatment B-obj
target I-obj
is O
not O
achieved B-mod
with O
the O
first B-mod
csDMARD B-obj
strategy I-obj
, O
when O
poor B-mod
prognostic B-obj
factors I-obj
are O
present B-mod
, O
addition B-obj
of O
a O
bDMARD B-obj
or O
a O
tsDMARD B-obj
should O
be O
considered B-mod
. O

Disease B-obj
activity I-obj
should O
be O
controlled B-mod
optimally O
in O
order O
to O
lower B-acn
CVD B-obj
risk I-obj
in O
all O
patients B-acr
with O
RA B-obj
, O
AS B-obj
or O
PsA B-obj
. O

Sotalol B-obj
therapy I-obj
is O
not O
recommended B-mod
for O
patients B-acr
following B-acn
ACS B-obj
who O
do O
not O
have B-acn
sustained B-mod
ventricular B-obj
arrhythmias I-obj
or O
atrial B-obj
fibrillation I-obj
. O

Women B-acr
with O
platinum B-mod
sensitive I-mod
relapsed B-obj
ovarian I-obj
cancer I-obj
should O
be O
offered B-mod
treatment B-obj
with O
carboplatin B-obj
combined B-mod
with O
either O
paclitaxel B-obj
or O
pegylated B-obj
liposomal I-obj
doxorubicin I-obj
hydrochloride I-obj
. O

Hepatitis B-obj
A I-obj
and/or O
B B-obj
vaccination I-obj
is O
only O
recommended B-mod
in O
patients B-acr
with O
AIIRD B-obj
at O
risk O
. O

Acute B-mod
withdrawal B-obj
of O
beta-blockers B-obj
in O
the O
postoperative B-mod
period B-obj
is O
not O
recommended B-obj
. O

Consider B-acn
bisphosphonates B-obj
as O
adjuvant B-mod
therapy B-obj
for O
postmenopausal B-mod
women B-obj
with O
node-negative B-mod
invasive I-mod
breast B-obj
cancer I-obj
and O
a O
high O
risk O
of O
recurrence O
. O

Patients B-acr
with O
AF B-obj
who O
remain B-acn
severely O
symptomatic B-mod
despite O
adequate O
rate B-obj
control I-obj
should O
be O
considered B-mod
for O
rhythm B-obj
control I-obj
or O
for O
stricter O
rate B-obj
control I-obj
if O
their O
heart B-obj
rate I-obj
remains B-acn
80-110 O
bpm O
at O
rest O
. O

For O
patients B-acr
with O
HCV B-obj
genotype I-obj
1 I-obj
infection I-obj
and O
HIV B-obj
, O
who O
do O
not O
achieve B-acn
an O
EVR B-obj
, O
treatment B-obj
should O
be O
stopped B-mod
. O

If O
one O
TNF-inhibitor B-obj
therapy I-obj
has O
failed B-acn
, O
patients B-acr
may O
receive B-acn
another O
TNF-inhibitor B-obj
or O
an O
agent B-obj
with O
another O
mode B-obj
of O
